NL 174:558:5. Korrespondenz:5.1. Private Korrespondenz der Familie Mach:Lange, Eduard~P:Lange, Eduard (Vetter Machs):::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::20.04.1904::::Liberec~50.764444°, 15.046944°:3 S. hs.:::::C012::0
NL 174:649:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bachmann, Adolf~11865151X:Bachmann, Adolf:11865151X::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::30.05.1890::::Prag~50.083333°, 14.416667°:3 S. hs.:::::::1984
NL 174:650:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bachmann, Adolf~11865151X:Bachmann, Adolf:11865151X::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::07.06.1890::::Prag~50.083333°, 14.416667°:3 S. hs.:::::::1984
NL 174:651:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bachmetjew, Porfirij~117534730:Bachmetjew, Porfirij:117534730::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief::08.03.1895; 20.03.1895:31895::::Sofia~42.697222°, 23.323333°:2 S. hs.:::::::1983
NL 174:652:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bacon, C.S.~P:Bacon, C.S.:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::13.05.1895::::Berlin~52.518611°, 13.408056°:2 S. hs.:eng::::::0
NL 174:653:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bacon, C.S.~P:Bacon, C.S.:::Mach, Ernst~118575767:Mach, Ernst:118575767::Visitenkarte::o.D.:::::Chicago~41.881944°, -87.627778°:1 S. gedr. u. hs.:eng::::::1111
NL 174:654:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bahr, Hermann~P:Bahr, Hermann:::Mach, Ernst~118575767:Mach, Ernst:118575767::Visitenkarte:::91911::::o.O.:1 S. gedr. u. hs.:::Umschlag (Berlin, Poststempel 11.09.1912)::::0
NL 174:655:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bauer~P:Bauer:::Mach, Ernst~118575767:Mach, Ernst:118575767::Visitenkarte:::17.02.1908::::Wien~48.20833°, 16.373064°:1 S. gedr. u. hs.:::::::0
NL 174:656:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Zell, Theodor~ 116087374; Bauke, Leopold s. Zell, Theodor:Bauke, Leopold (= Theodor Zell):116087374::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::22.08.1907::::Berlin~52.518611°, 13.408056°:2 S. hs.:::::::1994
NL 174:657:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Zell, Theodor~ 116087374; Bauke, Leopold s. Zell, Theodor:Bauke, Leopold (= Theodor Zell):116087374::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::17.09.1907::::Berlin~52.518611°, 13.408056°:1 S. hs.:::::::1994
NL 174:658:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Zell, Theodor~ 116087374; Bauke, Leopold s. Zell, Theodor:Bauke, Leopold (= Theodor Zell):116087374::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::19.10.1907::::Berlin~52.518611°, 13.408056°:2 S. hs.:::::::1994
NL 174:659:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Zell, Theodor~ 116087374; Bauke, Leopold s. Zell, Theodor:Bauke, Leopold (= Theodor Zell):116087374::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::27.10.1907::::Berlin~52.518611°, 13.408056°:2 S. hs.:::::::1994
NL 174:660:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Baumgartner, Hermann~P:Baumgartner, Hermann:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::22.11.1896::::Wien~48.20833°, 16.373064°:4 S. hs.:::::::0
NL 174:661:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Baur, Emil~11609320X:Baur, Emil:11609320X::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::01.09.1897::::München~48.136944°, 11.575278°:4 S. hs.:::::::2033
NL 174:662:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Baur, Emil~11609320X:Baur, Emil:11609320X::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::23.02.1903::::München~48.136944°, 11.575278°:4 S. hs.:::::::
NL 174:663:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bayer, Carl~129666599:Bayer, Carl:129666599::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::18.02.1908::::Prag~50.083333°, 14.416667°:3 S. hs.:::::::2000
NL 174:664:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bayer, Carl~129666599:Bayer, Carl:129666599::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::18.02.1913::::Prag~50.083333°, 14.416667°:3 S. hs.:::::::2000
NL 174:665:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Becher, Erich~116099453:Becher, Erich:116099453::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::27.07.1907::::Bonn~50.733992°, 7.099814°:2 S. hs.::Thiele 1978, S. 217f.:::::1999
NL 174:666:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Becher, Ernst~116099674:Becher, Ernst:116099674::Mach, Ernst~118575767:Mach, Ernst:118575767::Telegramm:::18.02.1908::::Prag~50.083333°, 14.416667°:1 S. gedr.:::::::1996
NL 174:667:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Becke, Friedrich~116102225:Becke, Friedrich:116102225::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::23.10.1911:Akademie der Wissenschaften <Wien>~ 35077-1:Akademie der Wissenschaften <Wien> s.a. Becke, Friedrich::Wien~48.20833°, 16.373064°:1 S. ms.:::::::2001
NL 174:668:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Becke, Friedrich~116102225:Becke, Friedrich:116102225::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::28.07.1913::::Wien~48.20833°, 16.373064°:3 S. hs.:::::::2001
NL 174:669:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Beer, Theodor~126024782:Beer, Theodor:126024782::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::31.01.1902::::Nizza~43.7034°, 7.2663°:3 S. hs.:::::::1989
NL 174:670:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Beer, Theodor~126024782:Beer, Theodor:126024782::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::12.02.1902::::Nizza~43.7034°, 7.2663°:1 S. hs.:::::::1989
NL 174:671:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Beer, Theodor~126024782:Beer, Theodor:126024782::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::15.02.1902::::Nizza~43.7034°, 7.2663°:2 S. hs.:::::::1989
NL 174:672:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Beer, Theodor~126024782:Beer, Theodor:126024782::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::22.02.1902::::Nizza~43.7034°, 7.2663°:2 S. hs.:::::::1989
NL 174:673:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Beer, Theodor~126024782:Beer, Theodor:126024782::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::28.02.1902::::Nizza~43.7034°, 7.2663°:4 S. hs.:::::::1989
NL 174:674:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Beer, Theodor~126024782:Beer, Theodor:126024782::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::31.03.1902::::Nizza~43.7034°, 7.2663°:2 S. hs.:::::::1989
NL 174:675:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Beer, Theodor~126024782:Beer, Theodor:126024782::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::07.04.1902::::Nizza~43.7034°, 7.2663°:3 S. hs.:::::::1989
NL 174:676:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Beer, Theodor~126024782:Beer, Theodor:126024782::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::12.04.1902::::Nizza~43.7034°, 7.2663°:6 S. hs.:::::::1989
NL 174:677:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Beer, Theodor~126024782:Beer, Theodor:126024782::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::02.05.1902::::Nizza~43.7034°, 7.2663°:2 S. hs.:::::::1989
NL 174:678:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Beer, Theodor~126024782:Beer, Theodor:126024782::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::12.04.1904::::Philadelphia~39.952222°, -75.163889°:7 S. hs.:::::::1989
NL 174:679:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Beer, Theodor~126024782:Beer, Theodor:126024782::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::26.06.1904::::San Francisco~37.7793°, -122.4192°; Minneapolis~44.980194°, -93.264075°:4 S. hs.:::::::1989
NL 174:680:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Beer, Theodor~126024782:Beer, Theodor:126024782::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::28.07.1904::::Chicago~41.881944°, -87.627778°:1 S. hs.:::Umschlag::::1989
NL 174:681:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Beer, Theodor~126024782:Beer, Theodor:126024782::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::01.08.1906::::München~48.136944°, 11.575278°:2 S. hs.:::::::1989
NL 174:682:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Beer, Theodor~126024782:Beer, Theodor:126024782::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::25.08.1906::::Montreux-Clarens~46.442°, 6.894°:2 S. hs.:::::::1989
NL 174:683:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Beer, Theodor~126024782:Beer, Theodor:126024782::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::12.09.1906::::Montreux-Clarens~46.442°, 6.894°:2 S. hs.:::::::1989
NL 174:684:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Beer, Theodor~126024782:Beer, Theodor:126024782::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::16.02.1908::::Montreux-Clarens~46.442°, 6.894°:3 S. ms.:::::::1989
NL 174:685:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Beer, Theodor~126024782:Beer, Theodor:126024782::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::08.07.1909::::Wien~48.20833°, 16.373064°:2 S. hs.:::::::1989
NL 174:686:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Beer, Theodor~126024782:Beer, Theodor:126024782::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::06.10.1911::::Wien~48.20833°, 16.373064°:2 S. hs.:::::::1989
NL 174:687:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Beer, Theodor~126024782:Beer, Theodor:126024782::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::05.12.1911::::Montreux-Clarens~46.442°, 6.894°:1 S. ms.:::::::1989
NL 174:688:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Beer, Theodor~126024782:Beer, Theodor:126024782::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::10.07.1913::::Wien~48.20833°, 16.373064°:2 S. hs.:::::::1989
NL 174:689:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Beer, Theodor~126024782:Beer, Theodor:126024782::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief::o.D.:::::Montreux-Clarens~46.442°, 6.894°:3 S. hs.:::::::1989
NL 174:690:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Beer, Theodor~126024782:Beer, Theodor:126024782::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief::o.D.:::::o.O.:5 S. hs.:::::::1989
NL 174:691:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Beer, Theodor~126024782:Beer, Theodor:126024782::Mach, Ernst~118575767:[Mach, Ernst?]:118575767::Brief:::11.02.1903::::o.O.:1 S. hs.::::"Entnommen aus: NL 174/0260":::1989
NL 174:692:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Behrend, Bernhard Arthur~156531321:Behrend, Bernhard Arthur:156531321::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::10.04.1902:::Kelvin, William Thomson~ 118777033; Thomson, Sir William s. Kelvin, William Thomson:Norwood~39.16°, -84.455°:2 S. hs.:::"Abschrift aus: Lord Kelvin (Sir William Thomson): Mathematical and Physical Papers, 1852 (1 S. hs.)"::::2002
NL 174:693:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Behrend, Bernhard Arthur~156531321:Behrend, Bernhard Arthur:156531321::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief::07.06.[1902]:07.06.1902::::Norwood~39.16°, -84.455°:3 S. hs.:::::::2002
NL 174:694:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Behrens~P:Behrens:::Mach, Ernst~118575767:Mach, Ernst:118575767::Visitenkarte::o.D.::Schleswigsches Fußartillerie-Bataillon No. 9~K:Schleswigsches Fußartillerie-Bataillon No. 9 s. Behrens::Berlin~52.518611°, 13.408056°:1 S. gedr.:::::A038::1111
NL 174:695:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Benndorf, Friedrich August Otto~116121157:Benndorf, Friedrich August Otto:116121157::Mach, Ernst~118575767:Mach, Ernst:118575767::Karte:::02.01.1907::::Wien~48.20833°, 16.373064°:1 S. gedr.::::Todesanzeige:::1977
NL 174:696:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bergson, Henri~118509578:Bergson, Henri:118509578::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::03.09.1909::::Saint-Cergue~46.445852°, 6.158045°:3 S. hs.:fre:Thiele 1969d:::::2011
NL 174:697:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Berlinger, Anton~P:Berlinger, Anton:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::22.05.1906::::Wien~48.20833°, 16.373064°:4 S. hs.:::2 Gedichte Berlingers, o.D. (4 S. hs.)::::1990
NL 174:698:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bertrand, Emile~116150009:Bertrand, Emile:116150009::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::26.06.1900::::Brüssel~50.845833°, 4.351944°:1 S. hs.:fre::::::1979
NL 174:699:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bertrand, Emile~116150009:Bertrand, Emile:116150009::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::27.08.1900::::Brüssel~50.845833°, 4.351944°:2 S. hs.:fre::::::1979
NL 174:700:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bertrand, Emile~116150009:Bertrand, Emile:116150009::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::24.09.1900::::Brüssel~50.845833°, 4.351944°:2 S. hs.:fre::::::1979
NL 174:701:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bertrand, Emile~116150009:Bertrand, Emile:116150009::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::19.10.1900::::Brüssel~50.845833°, 4.351944°:3 S. hs.:fre::::::1979
NL 174:702:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bertrand, Emile~116150009:Bertrand, Emile:116150009::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::31.12.1900::::Brüssel~50.845833°, 4.351944°:2 S. hs.:fre::::::1979
NL 174:703:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bertrand, Emile~116150009:Bertrand, Emile:116150009::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::01.02.1901::::o.O.:4 S. hs.:fre::::::1979
NL 174:704:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bertrand, Emile~116150009:Bertrand, Emile:116150009::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::25.05.1901::::La Hulpe~50.731944°, 4.489444°:1 S. hs.:fre::::::1979
NL 174:705:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bertrand, Emile~116150009:Bertrand, Emile:116150009::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::02.11.1901::::o.O.:1 S. hs.:fre::::::1979
NL 174:706:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bertrand, Emile~116150009:Bertrand, Emile:116150009::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::07.12.1901::::o.O.:2 S. hs.:fre::::::1979
NL 174:707:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bertrand, Emile~116150009:Bertrand, Emile:116150009::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::08.12.1901::::o.O.:2 S. hs.:fre:::"Rückseite: hs. Notiz, Adresse Bertrand":::1979
NL 174:708:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bertrand, Emile~116150009:Bertrand, Emile:116150009::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::09.06.1902::::Brüssel~50.845833°, 4.351944°:2 S. hs.:fre::::::1979
NL 174:709:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bertrand, Emile~116150009:Bertrand, Emile:116150009::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::15.06.1902::::Brüssel~50.845833°, 4.351944°:6 S. hs.:fre::::::1979
NL 174:710:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bertrand, Emile~116150009:Bertrand, Emile:116150009::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::18.09.1902::::Brüssel~50.845833°, 4.351944°:1 S. hs.:fre::::::1979
NL 174:711:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bertrand, Emile~116150009:Bertrand, Emile:116150009::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::06.12.1902::::Brüssel~50.845833°, 4.351944°:2 S. hs.:fre::::::1979
NL 174:712:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bertrand, Emile~116150009:Bertrand, Emile:116150009::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::12.12.1902::::(Brüssel)~50.845833°, 4.351944°:1 S. hs.:fre::::::1979
NL 174:713:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bertrand, Emile~116150009:Bertrand, Emile:116150009::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::11.02.1903::::(Brüssel)~50.845833°, 4.351944°:2 S. hs.:fre::::::1979
NL 174:714:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bertrand, Emile~116150009:Bertrand, Emile:116150009::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::21.07.1903::::Todtmoos~47.739444°, 8.000833°:1 S. hs.:fre::::::1979
NL 174:715:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bertrand, Emile~116150009:Bertrand, Emile:116150009::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::14.09.1903::::Brüssel~50.845833°, 4.351944°:6 S. hs.:fre::::::1979
NL 174:716:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bertrand, Emile~116150009:Bertrand, Emile:116150009::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::23.12.1903::::Nimy~50.476111°, 3.957222°:2 S. hs.:fre::::::1979
NL 174:717:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bertrand, Emile~116150009:Bertrand, Emile:116150009::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::20.08.1904::::Nimy~50.476111°, 3.957222°:3 S. hs.:fre::::::1979
NL 174:718:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bertrand, Emile~116150009:Bertrand, Emile:116150009::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief::o.D.:::::Nimy~50.476111°, 3.957222°:4 S. hs.:fre::::::1979
NL 174:719:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bertrand, Emile~116150009:Bertrand, Emile:116150009::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief::04.07. (o.J.; ca. 1900/01):::::Brüssel~50.845833°, 4.351944°:3 S. hs.:fre::::::1979
NL 174:720:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Besser, Leopold August~116154799:Besser, Leopold August:116154799::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief::05.10.1895 (1896?):::::Bonn~50.733992°, 7.099814°:5 S. hs.:::::::1975
NL 174:721:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Besser, Leopold August~116154799:Besser, Leopold August:116154799::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::26.01.1901::::Bonn~50.733992°, 7.099814°:4 S. hs.:::::::1975
NL 174:722:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Bethe, Albrecht~117589934:Bethe, Albrecht:117589934::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::07.01.1901::::Straßburg~48.583611°, 7.748056°:6 S. hs.:::::::2024
NL 174:723:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Beyer, Ottomar~116159642:Beyer, Ottomar:116159642::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::16.09.1884:J.G. Calve'sche Hof- und Universitäts-Buchhandlung. Ottomar Beyer <Prag>~10035565-1 :J.G. Calve'sche Hof- und Universitäts-Buchhandlung. Ottomar Beyer <Prag> s.a. Beyer, Ottomar::Prag~50.083333°, 14.416667°:2 S. hs.:::::::1958
NL 174:724:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Biedermann, Paul Friedrich~P:Biedermann, Paul Friedrich:::Mach, Ernst~118575767:Mach, Ernst:118575767::Karte:::14.06.1897::::Dresden~51.049259°, 13.73836°:2 S. hs.:::::::0
NL 174:725:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Biedl, Arthur~12790560X:Biedl, Arthur:12790560X::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::08.07.1897:Institut für allgemeine und experimentelle Pathologie <Wien>~16032-5 :Institut für allgemeine und experimentelle Pathologie <Wien> s. Biedl, Arthur::Wien~48.20833°, 16.373064°:1 S. hs.:::::::2003
NL 174:726:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Binet, Alfred~118511033:Binet, Alfred:118511033::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::08.03.1906:Laboratoire de Psychologie Physiologique de la Sorbonne <Paris>~26871-9:Laboratoire de Psychologie Physiologique de la Sorbonne <Paris> s. Binet, Alfred; l::Mendon~47.7125°, -3.1039°:2 S. hs.:fre:"Klein, Alexandre (Hrsg.): Correspondance d'Alfred Binet, Bd. 2.: L'émergence de la psychologie scientifiques (1884-1911). Nancy 2011, S. 328f.":::::1981
NL 174:727:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Binet, Alfred~118511033:Binet, Alfred:118511033::Mach, Ernst~118575767:Mach, Ernst:118575767::Karte:::13.04.1906:Laboratoire de Psychologie Physiologique de la Sorbonne <Paris>~26871-9:Laboratoire de Psychologie Physiologique de la Sorbonne <Paris> s. Binet, Alfred::Mendon~47.7125°, -3.1039°:2 S. hs.:fre:"Klein, Alexandre (Hrsg.): Correspondance d'Alfred Binet, Bd. 2.: L'émergence de la psychologie scientifiques (1884-1911). Nancy 2011, S. 332f.":::::1981
NL 174:728:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Binet, Alfred~118511033:Binet, Alfred:118511033::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::06.12.1905:Laboratoire de Psychologie Physiologique de la Sorbonne <Paris>~26871-9:Laboratoire de Psychologie Physiologique de la Sorbonne <Paris> s. Binet, Alfred::Mendon~47.7125°, -3.1039°:3 S. hs.:fre:"Klein, Alexandre (Hrsg.): Correspondance d'Alfred Binet, Bd. 2.: L'émergence de la psychologie scientifiques (1884-1911). Nancy 2011, S. 325"::"Die ursprüngliche Datierung ""1909"" wurde aufgrund der Edition von A. Klein in ""1905"" korrigiert.":::1981
NL 174:729:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Binet, Alfred~118511033:Binet, Alfred:118511033::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::20.12.1905:Laboratoire de Psychologie Physiologique de la Sorbonne <Paris>~26871-9:Laboratoire de Psychologie Physiologique de la Sorbonne <Paris> s. Binet, Alfred::Mendon~47.7125°, -3.1039°:6 S. hs.:fre:"Klein, Alexandre (Hrsg.): Correspondance d'Alfred Binet, Bd. 2.: L'émergence de la psychologie scientifiques (1884-1911). Nancy 2011, S. 323f."::"Die ursprüngliche Datierung ""1909"" wurde aufgrund der Edition von A. Klein in ""1905"" korrigiert.":::1981
NL 174:730:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Binet, Alfred~118511033:Binet, Alfred:118511033::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::28.12.1905:Laboratoire de Psychologie Physiologique de la Sorbonne <Paris>~26871-9:Laboratoire de Psychologie Physiologique de la Sorbonne <Paris> s. Binet, Alfred::Mendon~47.7125°, -3.1039°:3 S. hs.:fre:"Klein, Alexandre (Hrsg.): Correspondance d'Alfred Binet, Bd. 2.: L'émergence de la psychologie scientifiques (1884-1911). Nancy 2011, S. 327f."::"Die ursprüngliche Datierung ""1909"" wurde aufgrund der Edition von A. Klein in ""1905"" korrigiert.":::1981
